name,field,branches,cutoff,category,location,Year
Government Medical College Bijnor,Medical,MBBS,630 marks,OBC,Bijnor Uttar Pradesh,2025
Government Medical College Muzaffarnagar,Medical,MBBS,625 marks,SC,Muzaffarnagar Uttar Pradesh,2025
Government Medical College Chitrakoot,Medical,MBBS,620 marks,ST,Chitrakoot Uttar Pradesh,2025
Government Medical College Kolar,Medical,MBBS,640 marks,General,Kolar Karnataka,2025
Government Medical College Hassan,Medical,MBBS,635 marks,OBC,Hassan Karnataka,2025
Government Medical College Udupi,Medical,MBBS,645 marks,General,Udupi Karnataka,2025
Government Medical College Chitradurga,Medical,MBBS,630 marks,SC,Chitradurga Karnataka,2025
Government Medical College Tumakuru,Medical,MBBS,640 marks,General,Tumakuru Karnataka,2025
Government Medical College Vijayapura,Medical,MBBS,635 marks,OBC,Vijayapura Karnataka,2025
Government Medical College Chamarajanagar,Medical,MBBS,625 marks,ST,Chamarajanagar Karnataka,2025
Government Medical College South Andaman,Medical,MBBS,630 marks,General,Port Blair Andaman & Nicobar,2025
Government Medical College Pudukkottai,Medical,MBBS,635 marks,OBC,Pudukkottai Tamil Nadu,2025
Government Medical College Ramanathapuram,Medical,MBBS,630 marks,SC,Ramanathapuram Tamil Nadu,2025
Government Medical College Virudhunagar,Medical,MBBS,625 marks,ST,Virudhunagar Tamil Nadu,2025
Government Medical College Tiruppur,Medical,MBBS,640 marks,General,Tiruppur Tamil Nadu,2025
Government Medical College Ariyalur,Medical,MBBS,630 marks,OBC,Ariyalur Tamil Nadu,2025
Government Medical College Krishnagiri,Medical,MBBS,625 marks,SC,Krishnagiri Tamil Nadu,2025
Government Medical College Kallakurichi,Medical,MBBS,620 marks,ST,Kallakurichi Tamil Nadu,2025
Government Medical College Karur,Medical,MBBS,635 marks,General,Karur Tamil Nadu,2025
Government Medical College Namakkal,Medical,MBBS,640 marks,General,Namakkal Tamil Nadu,2025
Government Medical College Ramanagara,Medical,MBBS,625 marks,OBC,Ramanagara Karnataka,2025
Government Medical College Yelahanka,Medical,MBBS,645 marks,General,Bengaluru Karnataka,2025
Government Medical College Bidar,Medical,MBBS,630 marks,SC,Bidar Karnataka,2025
Government Medical College Kalaburagi,Medical,MBBS,635 marks,OBC,Kalaburagi Karnataka,2025
Government Medical College Gadwal,Medical,MBBS,625 marks,ST,Gadwal Telangana,2025
Government Medical College Jagtial,Medical,MBBS,630 marks,OBC,Jagtial Telangana,2025
Government Medical College Mahabubabad,Medical,MBBS,620 marks,ST,Mahabubabad Telangana,2025
Government Medical College Narayanpet,Medical,MBBS,615 marks,ST,Narayanpet Telangana,2025
Government Medical College Bhadradri Kothagudem,Medical,MBBS,625 marks,OBC,Kothagudem Telangana,2025
Government Medical College Pulwama,Medical,MBBS,630 marks,General,Pulwama Jammu & Kashmir,2025
Government Medical College Udhampur,Medical,MBBS,625 marks,OBC,Udhampur Jammu & Kashmir,2025
Government Medical College Anantnag,Medical,MBBS,620 marks,ST,Anantnag Jammu & Kashmir,2025
Government Medical College Kupwara,Medical,MBBS,615 marks,ST,Kupwara Jammu & Kashmir,2025
Government Medical College Leh,Medical,MBBS,635 marks,General,Leh Ladakh,2025
Government Medical College Kargil,Medical,MBBS,630 marks,OBC,Kargil Ladakh,2025
Government Medical College Porbandar,Medical,MBBS,640 marks,General,Porbandar Gujarat,2025
Government Medical College Bhuj,Medical,MBBS,635 marks,OBC,Bhuj Gujarat,2025
Government Medical College Mehsana,Medical,MBBS,630 marks,SC,Mehsana Gujarat,2025
Government Medical College Patan,Medical,MBBS,625 marks,ST,Patan Gujarat,2025
Government Medical College Navsari,Medical,MBBS,640 marks,General,Navsari Gujarat,2025
Government Medical College Narmada,Medical,MBBS,630 marks,OBC,Rajpipla Gujarat,2025
Government Medical College Ratnagiri,Medical,MBBS,635 marks,General,Ratnagiri Maharashtra,2025
Government Medical College Chandrapur,Medical,MBBS,630 marks,OBC,Chandrapur Maharashtra,2025
Government Medical College Gondia,Medical,MBBS,625 marks,SC,Gondia Maharashtra,2025
Government Medical College Akola,Medical,MBBS,635 marks,General,Akola Maharashtra,2025
Government Medical College Washim,Medical,MBBS,620 marks,ST,Washim Maharashtra,2025
Government Medical College Osmanabad,Medical,MBBS,630 marks,OBC,Osmanabad Maharashtra,2025
Government Medical College Baramati,Medical,MBBS,640 marks,General,Baramati Maharashtra,2025
Government Medical College Palghar,Medical,MBBS,625 marks,ST,Palghar Maharashtra,2025
Government Medical College Raigad,Medical,MBBS,630 marks,OBC,Alibag Maharashtra,2025
Government Medical College Jalna,Medical,MBBS,635 marks,General,Jalna Maharashtra,2025
Government Medical College Betul,Medical,MBBS,620 marks,ST,Betul Madhya Pradesh,2025
Government Medical College Raisen,Medical,MBBS,630 marks,OBC,Raisen Madhya Pradesh,2025
Government Medical College Shajapur,Medical,MBBS,635 marks,General,Shajapur Madhya Pradesh,2025
Government Medical College Ashoknagar,Medical,MBBS,625 marks,SC,Ashoknagar Madhya Pradesh,2025
Government Medical College Guna,Medical,MBBS,620 marks,ST,Guna Madhya Pradesh,2025
Government Medical College Balod,Medical,MBBS,630 marks,OBC,Balod Chhattisgarh,2025
Government Medical College Kabirdham,Medical,MBBS,625 marks,SC,Kabirdham Chhattisgarh,2025
Government Medical College Kanker,Medical,MBBS,620 marks,ST,Kanker Chhattisgarh,2025
Government Medical College Bemetara,Medical,MBBS,635 marks,General,Bemetara Chhattisgarh,2025
Government Medical College North Tripura,Medical,MBBS,630 marks,OBC,Dharmanagar Tripura,2025
Government Medical College Gomati,Medical,MBBS,625 marks,SC,Udaipur Tripura,2025
Government Medical College Unakoti,Medical,MBBS,620 marks,ST,Kailashahar Tripura,2025
Government Medical College South Tripura,Medical,MBBS,635 marks,General,Belonia Tripura,2025
Government Medical College West Tripura,Medical,MBBS,640 marks,General,Agartala Tripura,2025
St. Xavier's College Mumbai,Science,BSc Computer Science,94.20%,General,Mumbai Maharashtra,2025
St. Xavier's College Mumbai,Science,BSc Computer Science,89.60%,OBC,Mumbai Maharashtra,2025
St. Xavier's College Mumbai,Science,BSc Computer Science,85.30%,SC,Mumbai Maharashtra,2025
St. Xavier's College Mumbai,Science,BSc Computer Science,80.70%,ST,Mumbai Maharashtra,2025
Fergusson College Pune,Science,BSc Biotechnology,91.50%,General,Pune Maharashtra,2025
Fergusson College Pune,Science,BSc Biotechnology,86.90%,OBC,Pune Maharashtra,2025
Fergusson College Pune,Science,BSc Biotechnology,82.40%,SC,Pune Maharashtra,2025
Fergusson College Pune,Science,BSc Biotechnology,77.80%,ST,Pune Maharashtra,2025
Ramnarain Ruia College,Science,BSc Microbiology,89.70%,General,Mumbai Maharashtra,2025
Ramnarain Ruia College,Science,BSc Microbiology,85.20%,OBC,Mumbai Maharashtra,2025
Ramnarain Ruia College,Science,BSc Microbiology,80.90%,SC,Mumbai Maharashtra,2025
Ramnarain Ruia College,Science,BSc Microbiology,76.40%,ST,Mumbai Maharashtra,2025
Jai Hind College,Science,BSc Data Science,92.10%,General,Mumbai Maharashtra,2025
Jai Hind College,Science,BSc Data Science,87.50%,OBC,Mumbai Maharashtra,2025
Jai Hind College,Science,BSc Data Science,83.10%,SC,Mumbai Maharashtra,2025
Jai Hind College,Science,BSc Data Science,78.60%,ST,Mumbai Maharashtra,2025
KJ Somaiya College of Science,Science,BSc Information Technology,90.40%,General,Mumbai Maharashtra,2025
KJ Somaiya College of Science,Science,BSc Information Technology,85.80%,OBC,Mumbai Maharashtra,2025
KJ Somaiya College of Science,Science,BSc Information Technology,81.50%,SC,Mumbai Maharashtra,2025
KJ Somaiya College of Science,Science,BSc Information Technology,77%,ST,Mumbai Maharashtra,2025
Mithibai College,Science,BSc Physics,93.10%,General,Mumbai Maharashtra,2025
Mithibai College,Science,BSc Physics,88.50%,OBC,Mumbai Maharashtra,2025
Mithibai College,Science,BSc Physics,84.20%,SC,Mumbai Maharashtra,2025
Mithibai College,Science,BSc Physics,79.60%,ST,Mumbai Maharashtra,2025
Elphinstone College,Science,BSc Chemistry,91.80%,General,Mumbai Maharashtra,2025
Elphinstone College,Science,BSc Chemistry,87.20%,OBC,Mumbai Maharashtra,2025
Elphinstone College,Science,BSc Chemistry,82.90%,SC,Mumbai Maharashtra,2025
Elphinstone College,Science,BSc Chemistry,78.30%,ST,Mumbai Maharashtra,2025
Wilson College,Science,BSc Mathematics,89.40%,General,Mumbai Maharashtra,2025
Wilson College,Science,BSc Mathematics,84.90%,OBC,Mumbai Maharashtra,2025
Wilson College,Science,BSc Mathematics,80.50%,SC,Mumbai Maharashtra,2025
Wilson College,Science,BSc Mathematics,76%,ST,Mumbai Maharashtra,2025
SNDT Women's University,Science,BSc Environmental Science,87.20%,General,Mumbai Maharashtra,2025
SNDT Women's University,Science,BSc Environmental Science,82.80%,OBC,Mumbai Maharashtra,2025
SNDT Women's University,Science,BSc Environmental Science,78.60%,SC,Mumbai Maharashtra,2025
SNDT Women's University,Science,BSc Environmental Science,74.20%,ST,Mumbai Maharashtra,2025
Modern College Pune,Science,BSc Statistics,85.60%,General,Pune Maharashtra,2025
Modern College Pune,Science,BSc Statistics,81.10%,OBC,Pune Maharashtra,2025
Modern College Pune,Science,BSc Statistics,77%,SC,Pune Maharashtra,2025
Modern College Pune,Science,BSc Statistics,72.70%,ST,Pune Maharashtra,2025
IIT Bombay,Engineering,Electrical Engineering,AIR 310,OBC,Mumbai Maharashtra,2025
IIT Bombay,Engineering,Mechanical Engineering,AIR 900,General,Mumbai Maharashtra,2025
IIT Delhi,Engineering,Computer Science Engineering,AIR 120,General,New Delhi Delhi,2025
IIT Delhi,Engineering,Electrical Engineering,AIR 420,OBC,New Delhi Delhi,2025
IIT Delhi,Engineering,Chemical Engineering,AIR 2100,General,New Delhi Delhi,2025
IIT Madras,Engineering,Mechanical Engineering,AIR 1200,OBC,Chennai Tamil Nadu,2025
IIT Madras,Engineering,Civil Engineering,AIR 3400,General,Chennai Tamil Nadu,2025
IIT Kharagpur,Engineering,Computer Science Engineering,AIR 280,General,Kharagpur West Bengal,2025
IIT Kharagpur,Engineering,Electrical Engineering,AIR 1500,OBC,Kharagpur West Bengal,2025
IIT Kharagpur,Engineering,Chemical Engineering,AIR 4200,General,Kharagpur West Bengal,2025
NIT Trichy,Engineering,Computer Science Engineering,AIR 950,General,Tiruchirappalli Tamil Nadu,2025
NIT Trichy,Engineering,Electrical Engineering,AIR 4200,OBC,Tiruchirappalli Tamil Nadu,2025
NIT Trichy,Engineering,Mechanical Engineering,AIR 6800,General,Tiruchirappalli Tamil Nadu,2025
NIT Surathkal,Engineering,Information Technology,AIR 1200,General,Surathkal Karnataka,2025
NIT Surathkal,Engineering,Civil Engineering,AIR 9800,OBC,Surathkal Karnataka,2025
NIT Warangal,Engineering,Mechanical Engineering,AIR 7200,General,Warangal Telangana,2025
NIT Calicut,Engineering,Electrical Engineering,AIR 8500,OBC,Kozhikode Kerala,2025
NIT Rourkela,Engineering,Chemical Engineering,AIR 11000,General,Rourkela Odisha,2025
IIIT Hyderabad,Engineering,Computer Science Engineering,AIR 350,General,Hyderabad Telangana,2025
IIIT Allahabad,Engineering,Information Technology,AIR 4500,OBC,Prayagraj Uttar Pradesh,2025
COEP Pune,Engineering,Computer Science Engineering,99.75%,General,Pune Maharashtra,2025
COEP Pune,Engineering,Mechanical Engineering,97.20%,OBC,Pune Maharashtra,2025
COEP Pune,Engineering,Civil Engineering,96.80%,General,Pune Maharashtra,2025
VJTI Mumbai,Engineering,Electronics Engineering,99.20%,General,Mumbai Maharashtra,2025
VJTI Mumbai,Engineering,Electrical Engineering,98.40%,OBC,Mumbai Maharashtra,2025
VJTI Mumbai,Engineering,Mechanical Engineering,97.60%,General,Mumbai Maharashtra,2025
ICT Mumbai,Engineering,Chemical Engineering,99.10%,General,Mumbai Maharashtra,2025
ICT Mumbai,Engineering,Civil Engineering,95.40%,OBC,Mumbai Maharashtra,2025
SPIT Mumbai,Engineering,Computer Science Engineering,99.50%,General,Mumbai Maharashtra,2025
SPIT Mumbai,Engineering,Information Technology,98.70%,OBC,Mumbai Maharashtra,2025
PICT Pune,Engineering,Computer Science Engineering,99.30%,General,Pune Maharashtra,2025
PICT Pune,Engineering,Information Technology,98.10%,OBC,Pune Maharashtra,2025
Walchand College Sangli,Engineering,Mechanical Engineering,95.40%,OBC,Sangli Maharashtra,2025
Walchand College Sangli,Engineering,Civil Engineering,94.20%,General,Sangli Maharashtra,2025
VIT Pune,Engineering,Computer Science Engineering,98.60%,General,Pune Maharashtra,2025
VIT Pune,Engineering,Electronics Engineering,96.90%,OBC,Pune Maharashtra,2025
PCCOE Pune,Engineering,Information Technology,96.80%,General,Pimpri Pune Maharashtra,2025
PCCOE Pune,Engineering,Mechanical Engineering,94.20%,OBC,Pimpri Pune Maharashtra,2025
KJ Somaiya College Mumbai,Engineering,Electronics Engineering,96.20%,General,Mumbai Maharashtra,2025
KJ Somaiya College Mumbai,Engineering,Mechanical Engineering,93.80%,OBC,Mumbai Maharashtra,2025
Thadomal Shahani Engineering College,Engineering,Information Technology,95.40%,General,Mumbai Maharashtra,2025
Thadomal Shahani Engineering College,Engineering,Civil Engineering,92.60%,OBC,Mumbai Maharashtra,2025
IIT Roorkee,Engineering,Computer Science Engineering,AIR 210,General,Roorkee Uttarakhand,2025
IIT Roorkee,Engineering,Electrical Engineering,AIR 1200,OBC,Roorkee Uttarakhand,2025
IIT Roorkee,Engineering,Civil Engineering,AIR 3800,General,Roorkee Uttarakhand,2025
IIT Guwahati,Engineering,Computer Science Engineering,AIR 400,General,Guwahati Assam,2025
IIT Guwahati,Engineering,Mechanical Engineering,AIR 2200,OBC,Guwahati Assam,2025
IIT Guwahati,Engineering,Chemical Engineering,AIR 4500,General,Guwahati Assam,2025
IIT Hyderabad,Engineering,Computer Science Engineering,AIR 650,General,Hyderabad Telangana,2025
IIT Hyderabad,Engineering,Electrical Engineering,AIR 2800,OBC,Hyderabad Telangana,2025
IIT Indore,Engineering,Computer Science Engineering,AIR 900,General,Indore Madhya Pradesh,2025
NIT Warangal,Engineering,Computer Science Engineering,AIR 1100,General,Warangal Telangana,2025
NIT Warangal,Engineering,Electrical Engineering,AIR 5100,OBC,Warangal Telangana,2025
NIT Warangal,Engineering,Civil Engineering,AIR 9500,General,Warangal Telangana,2025
NIT Surathkal,Engineering,Mechanical Engineering,AIR 6200,OBC,Surathkal Karnataka,2025
NIT Surathkal,Engineering,Chemical Engineering,AIR 8700,General,Surathkal Karnataka,2025
NIT Jaipur (MNIT),Engineering,Computer Science Engineering,AIR 1800,General,Jaipur Rajasthan,2025
NIT Jaipur (MNIT),Engineering,Electrical Engineering,AIR 6900,OBC,Jaipur Rajasthan,2025
NIT Allahabad (MNNIT),Engineering,Information Technology,AIR 2600,General,Prayagraj Uttar Pradesh,2025
NIT Allahabad (MNNIT),Engineering,Mechanical Engineering,AIR 7400,OBC,Prayagraj Uttar Pradesh,2025
IIIT Bangalore,Engineering,Electronics Engineering,AIR 3000,General,Bangalore Karnataka,2025
COEP Pune,Engineering,Computer Science Engineering,99.80 %ile,General,Pune Maharashtra,2025
VJTI Mumbai,Engineering,Computer Science Engineering,99.70 %ile,General,Mumbai Maharashtra,2025
SPIT Mumbai,Engineering,Computer Science Engineering,99.55 %ile,General,Mumbai Maharashtra,2025
PICT Pune,Engineering,Computer Science Engineering,99.40 %ile,General,Pune Maharashtra,2025
VIT Pune,Engineering,Computer Science Engineering,98.20 %ile,General,Pune Maharashtra,2025
Walchand College of Engineering Sangli,Engineering,Computer Science Engineering,97.80 %ile,General,Sangli Maharashtra,2025
PCCOE Pune,Engineering,Computer Science Engineering,97.40 %ile,General,Pimpri Pune Maharashtra,2025
RCOEM Nagpur,Engineering,Computer Science Engineering,96.90 %ile,General,Nagpur Maharashtra,2025
Thadomal Shahani Engineering College,Engineering,Computer Science Engineering,96.40 %ile,General,Mumbai Maharashtra,2025
Fr Conceicao Rodrigues College of Engineering,Engineering,Computer Science Engineering,95.80 %ile,General,Mumbai Maharashtra,2025
Government College of Engineering Amravati,Engineering,Computer Science Engineering,94.60 %ile,General,Amravati Maharashtra,2025
Government College of Engineering Karad,Engineering,Computer Science Engineering,93.90 %ile,General,Karad Maharashtra,2025
SGGS Institute of Engineering Nanded,Engineering,Computer Science Engineering,93.20 %ile,General,Nanded Maharashtra,2025
DY Patil College of Engineering Akurdi,Engineering,Computer Science Engineering,92.50 %ile,General,Pune Maharashtra,2025
Vidyalankar Institute of Technology,Engineering,Computer Science Engineering,91.80 %ile,General,Mumbai Maharashtra,2025
AISSMS College of Engineering,Engineering,Computer Science Engineering,90.70 %ile,General,Pune Maharashtra,2025
Sinhgad College of Engineering,Engineering,Computer Science Engineering,89.40 %ile,General,Pune Maharashtra,2025
JSPM RSCOE,Engineering,Computer Science Engineering,88.20 %ile,General,Pune Maharashtra,2025
MIT Academy of Engineering Alandi,Engineering,Computer Science Engineering,87.60 %ile,General,Pune Maharashtra,2025
Bharati Vidyapeeth College of Engineering,Engineering,Computer Science Engineering,86.50 %ile,General,Pune Maharashtra,2025
DY Patil College of Engineering Kolhapur,Engineering,Computer Science Engineering,85.30 %ile,General,Kolhapur Maharashtra,2025
Sandip Institute of Engineering Nashik,Engineering,Computer Science Engineering,82.80 %ile,General,Nashik Maharashtra,2025
RIT College of Engineering Islampur,Engineering,Computer Science Engineering,80.40 %ile,General,Sangli Maharashtra,2025
